Customer_ID,total_transactions,total_quantity,total_revenue,avg_order_value,first_purchase,last_purchase,customer_lifetime_days,recency_days,churn_probability
16274.0,1,310,715.9,5.342537313432835,2010-12-01 15:35:00,2010-12-01 15:35:00,0,372,0.7167960054666874
17199.0,1,304,145.12,16.124444444444446,2010-05-06 13:53:00,2010-05-06 13:53:00,0,581,0.7166567580015917
12769.0,1,356,1143.6,35.7375,2011-04-15 10:25:00,2011-04-15 10:25:00,0,238,0.716533723355259
17030.0,1,146,146.87,13.351818181818182,2011-10-07 08:49:00,2011-10-07 08:49:00,0,63,0.7163175261752132
17892.0,3,109,244.1,8.717857142857143,2011-07-07 12:56:00,2011-10-14 16:49:00,99,55,0.716225720153036
13146.0,1,154,228.91,13.465294117647058,2011-11-13 15:29:00,2011-11-13 15:29:00,0,25,0.7160073556550846
17693.0,1,231,200.47,12.529375,2011-07-25 15:48:00,2011-07-25 15:48:00,0,136,0.7159777017091368
16557.0,2,111,281.85,25.622727272727275,2011-07-25 13:28:00,2011-11-15 14:04:00,113,23,0.7155139329243569
17482.0,2,241,778.19,14.410925925925929,2010-05-10 14:10:00,2010-08-09 15:33:00,91,486,0.7154149455269183
16582.0,1,164,313.62,52.27,2011-08-18 17:02:00,2011-08-18 17:02:00,0,112,0.7153216034158342
17239.0,4,515,1189.45,37.1703125,2010-07-01 10:53:00,2011-01-31 09:41:00,213,312,0.7153118618016867
17745.0,2,164,600.34,21.44071428571429,2010-06-02 09:03:00,2010-08-19 12:30:00,78,477,0.7151132937440738
16088.0,2,373,1437.43,239.5716666666667,2010-04-27 10:56:00,2010-05-13 10:16:00,15,575,0.715025334161856
12788.0,4,194,444.9,17.111538461538462,2010-06-29 13:05:00,2010-09-02 14:21:00,65,462,0.7148018624695028
18100.0,1,440,451.56,15.052,2010-06-07 14:19:00,2010-06-07 14:19:00,0,549,0.714627297286981
15655.0,1,324,560.67,16.490294117647057,2011-04-10 15:25:00,2011-04-10 15:25:00,0,242,0.7146165230487669
18048.0,3,258,401.73,6.585737704918033,2010-08-03 13:03:00,2011-05-20 14:58:00,290,202,0.7146125063850541
13383.0,1,288,305.28000000000003,305.28000000000003,2010-06-14 11:45:00,2010-06-14 11:45:00,0,543,0.7145352211518262
15893.0,1,288,305.28000000000003,305.28000000000003,2010-08-15 11:12:00,2010-08-15 11:12:00,0,481,0.7145352211518262
13073.0,2,261,418.08,15.484444444444444,2010-09-28 09:27:00,2010-10-24 14:06:00,26,410,0.714424746974148
16865.0,1,157,130.95,8.184375,2010-11-03 11:34:00,2010-11-03 11:34:00,0,401,0.7143924707570765
17620.0,1,60,81.44,20.36,2011-10-11 12:08:00,2011-10-11 12:08:00,0,59,0.7143142991302354
17310.0,2,402,1025.1,512.55,2010-06-23 11:38:00,2010-11-17 16:00:00,147,386,0.7140713115518438
14969.0,1,665,906.23,69.71000000000001,2010-01-05 12:43:00,2010-01-05 12:43:00,0,703,0.7136651718929333
15943.0,2,183,271.29,22.6075,2010-01-31 11:04:00,2010-02-28 12:49:00,28,649,0.7136134625647614
15612.0,2,52,195.15,32.525,2011-10-09 12:49:00,2011-11-03 14:52:00,25,35,0.7135090459291498
17808.0,4,143,262.64,7.958787878787878,2010-05-07 16:26:00,2010-06-09 10:44:00,32,548,0.7134345423505833
14720.0,3,219,663.81,17.94081081081081,2011-08-05 12:06:00,2011-12-04 12:02:00,120,5,0.7133829562285235
13419.0,1,275,221.06,13.81625,2011-10-07 12:49:00,2011-10-07 12:49:00,0,63,0.7132894317367754
13678.0,1,924,232.6,14.5375,2011-07-11 10:14:00,2011-07-11 10:14:00,0,151,0.713126592657971
17116.0,1,392,389.78,8.293191489361702,2010-03-01 16:29:00,2010-03-01 16:29:00,0,647,0.7131059406412803
16006.0,2,211,347.17,4.233780487804879,2010-11-17 12:03:00,2011-05-12 13:12:00,176,210,0.7130640813640439
17473.0,2,270,607.0,17.852941176470587,2010-09-09 19:03:00,2010-10-27 11:45:00,47,408,0.7130301792331964
17140.0,1,302,465.32,23.266,2011-04-06 13:33:00,2011-04-06 13:33:00,0,246,0.7128216545543161
15258.0,2,142,623.16,18.328235294117647,2011-05-06 14:16:00,2011-06-24 12:30:00,48,168,0.7126927850821199
18249.0,1,128,95.34,11.9175,2011-11-22 15:07:00,2011-11-22 15:07:00,0,16,0.7126749527289392
17902.0,1,526,216.4,9.016666666666666,2010-06-11 12:25:00,2010-06-11 12:25:00,0,546,0.7126217744293659
13572.0,1,534,1384.25,41.946969696969695,2011-05-18 11:59:00,2011-05-18 11:59:00,0,205,0.7125925780831927
13129.0,2,296,233.25,21.204545454545453,2010-06-28 11:54:00,2010-09-13 13:47:00,77,451,0.7124337232063048
14666.0,1,161,195.25,13.946428571428571,2011-11-15 12:57:00,2011-11-15 12:57:00,0,23,0.7124241542367032
17156.0,1,391,591.87,15.176153846153849,2010-08-05 11:30:00,2010-08-05 11:30:00,0,491,0.7119112857464905
17985.0,1,183,634.95,27.60652173913044,2011-11-17 14:24:00,2011-11-17 14:24:00,0,21,0.711835271756785
18186.0,1,338,329.58,29.96181818181818,2009-12-17 10:22:00,2009-12-17 10:22:00,0,722,0.7117780386036265
15642.0,1,270,105.78000000000002,17.630000000000003,2009-12-10 11:51:00,2009-12-10 11:51:00,0,729,0.7117586267249391
14886.0,1,160,364.8,20.266666666666666,2011-04-01 08:56:00,2011-04-01 08:56:00,0,252,0.7107489687810913
12819.0,1,344,540.52,28.448421052631577,2010-09-07 15:20:00,2010-09-07 15:20:00,0,457,0.7107482240699929
16581.0,1,134,105.84,11.76,2011-06-10 10:05:00,2011-06-10 10:05:00,0,182,0.710649974458875
14528.0,1,278,364.22,20.23444444444444,2011-11-02 17:09:00,2011-11-02 17:09:00,0,36,0.7104879509008311
12601.0,6,290,681.26,20.03705882352941,2010-10-31 10:57:00,2011-06-03 10:17:00,214,189,0.7104583541727352
15539.0,1,410,538.46,13.13317073170732,2011-12-02 13:36:00,2011-12-02 13:36:00,0,6,0.7102705903106715
12612.0,1,262,704.0400000000001,37.054736842105264,2011-09-26 15:35:00,2011-09-26 15:35:00,0,73,0.7102217778862004
15960.0,4,258,410.95,15.805769230769233,2010-09-30 15:50:00,2010-11-30 15:57:00,61,373,0.7100760586601887
13834.0,2,221,324.19,20.261875,2010-02-08 12:52:00,2010-05-12 10:27:00,92,576,0.7098246281668317
14435.0,1,282,90.42,30.14,2010-07-26 12:33:00,2010-07-26 12:33:00,0,501,0.7097271203018408
15354.0,3,3,284.4,94.8,2010-04-15 16:17:00,2010-04-15 16:24:00,0,602,0.7095387135922793
12941.0,1,381,377.49,13.981111111111112,2009-12-15 13:12:00,2009-12-15 13:12:00,0,723,0.7094940266487701
18076.0,1,164,151.49,18.93625,2010-11-24 14:02:00,2010-11-24 14:02:00,0,379,0.709216394202392
13325.0,1,240,675.3,56.275,2011-09-19 10:36:00,2011-09-19 10:36:00,0,81,0.709212908889704
15794.0,2,288,777.0,51.8,2009-12-02 15:10:00,2009-12-03 13:04:00,0,735,0.7090338676635946
17103.0,1,471,424.3,13.259375,2009-12-17 14:08:00,2009-12-17 14:08:00,0,721,0.7088897546083246
12979.0,1,520,517.7,9.24464285714286,2009-12-10 15:45:00,2009-12-10 15:45:00,0,728,0.708843427829449
15973.0,3,301,988.44,65.896,2010-10-06 15:00:00,2010-12-08 11:42:00,62,366,0.7085314204327554
17780.0,3,158,352.91,4.356913580246914,2010-01-24 11:21:00,2010-02-10 13:43:00,17,666,0.708515294871168
12804.0,2,271,327.02,4.88089552238806,2010-07-27 13:52:00,2010-08-31 11:58:00,34,465,0.7080882165353377
13151.0,3,832,2580.74,14.663295454545455,2010-03-22 10:26:00,2011-02-17 12:29:00,332,295,0.7078741918725843
13741.0,3,218,668.4300000000001,19.65970588235294,2011-05-06 13:43:00,2011-09-29 09:19:00,145,71,0.7077820467995588
13480.0,2,362,627.82,15.31268292682927,2010-01-29 12:35:00,2010-10-19 11:53:00,262,416,0.7077464589902912
18197.0,1,166,230.1,25.566666666666663,2010-05-13 10:46:00,2010-05-13 10:46:00,0,575,0.7076387805357329
17099.0,1,317,582.17,14.55425,2010-06-24 16:25:00,2010-06-24 16:25:00,0,532,0.7072750591348834
14779.0,3,84,386.15,9.418292682926827,2011-01-20 12:04:00,2011-03-04 12:42:00,43,280,0.7072617583269704
13179.0,1,368,572.3100000000001,16.832647058823532,2010-03-31 11:40:00,2010-03-31 11:40:00,0,618,0.7072450076680279
16432.0,1,276,287.4,35.925,2011-10-06 13:59:00,2011-10-06 13:59:00,0,63,0.7064951466874709
13328.0,1,680,1308.48,76.96941176470588,2011-01-27 15:22:00,2011-01-27 15:22:00,0,315,0.7064628581747155
13361.0,2,324,1450.5,42.66176470588236,2010-04-01 07:49:00,2010-08-24 14:56:00,145,471,0.706428118036825
14638.0,1,166,443.6,27.725,2011-10-20 10:10:00,2011-10-20 10:10:00,0,50,0.7064108065982473
15191.0,3,287,588.05,16.80142857142857,2010-01-20 12:35:00,2010-09-02 15:37:00,225,462,0.7063923694302633
17912.0,6,216,375.5,7.221153846153846,2010-11-29 13:53:00,2011-02-02 14:25:00,65,309,0.7063744538802236
16113.0,1,176,161.38,5.379333333333333,2011-06-09 16:16:00,2011-06-09 16:16:00,0,182,0.7059316012344418
15120.0,1,296,358.82,17.086666666666666,2011-07-29 09:48:00,2011-07-29 09:48:00,0,133,0.7058655404493298
14636.0,2,241,609.85,21.780357142857145,2011-03-16 09:52:00,2011-11-03 16:12:00,232,35,0.705760042529706
15830.0,1,415,576.0,14.76923076923077,2011-11-02 10:40:00,2011-11-02 10:40:00,0,37,0.7056582622083417
16227.0,3,436,1027.22,30.212352941176476,2010-06-22 13:28:00,2011-04-28 13:33:00,310,224,0.7056174193909547
13965.0,3,425,996.61,41.525416666666665,2010-01-05 15:21:00,2010-08-20 10:40:00,226,476,0.7054515520536496
18207.0,1,325,544.47,17.563548387096777,2010-07-28 14:26:00,2010-07-28 14:26:00,0,498,0.7053109317916122
14838.0,2,362,773.6700000000001,10.896760563380283,2009-12-03 09:52:00,2010-10-12 15:46:00,313,422,0.7052513728336278
15922.0,1,276,739.0,33.59090909090909,2010-12-01 13:51:00,2010-12-01 13:51:00,0,372,0.7052039147599177
13261.0,2,210,944.1,104.9,2011-02-27 10:41:00,2011-03-16 12:22:00,17,268,0.7051947412949532
12897.0,4,249,514.25,36.73214285714285,2010-06-14 11:58:00,2011-05-19 12:13:00,339,204,0.7051773415164004
12922.0,1,370,405.38,14.477857142857143,2011-07-01 15:35:00,2011-07-01 15:35:00,0,160,0.7051320097967754
12790.0,2,306,591.85,15.995945945945946,2010-10-25 13:04:00,2011-05-31 14:14:00,218,191,0.7050677268573011
15566.0,2,153,227.87,18.989166666666662,2009-12-15 14:53:00,2010-11-12 12:11:00,331,392,0.704967857337045
18162.0,1,335,379.16,8.067234042553192,2009-12-07 13:24:00,2009-12-07 13:24:00,0,731,0.7049210087597098
12608.0,1,323,415.79,25.986875,2010-10-31 10:49:00,2010-10-31 10:49:00,0,404,0.7049098567625585
16772.0,3,689,3723.55,53.96449275362318,2009-12-18 10:50:00,2010-10-12 13:19:00,298,422,0.7049046968376069
15213.0,2,272,328.35,13.68125,2011-01-14 11:05:00,2011-01-25 12:21:00,11,318,0.7047818989927661
13452.0,3,6,729.8,243.26666666666665,2010-08-24 09:53:00,2011-03-25 14:19:00,213,258,0.7047588694565882
16982.0,1,182,384.06,17.457272727272727,2011-10-10 12:28:00,2011-10-10 12:28:00,0,60,0.7045760622939334
17776.0,2,277,338.56,4.030476190476191,2009-12-16 14:59:00,2010-11-18 12:14:00,336,386,0.7044546353819389
17845.0,4,196,598.19,12.462291666666667,2010-05-12 13:04:00,2010-06-02 15:20:00,21,554,0.7044014328172333
16021.0,2,297,532.25,3.670689655172414,2010-06-13 11:05:00,2010-11-09 14:48:00,149,394,0.7043466454782454
18099.0,1,149,168.31,8.858421052631579,2011-08-04 15:52:00,2011-08-04 15:52:00,0,126,0.7042539516148539
17500.0,3,17,1138.0,227.6,2011-11-10 09:08:00,2011-11-22 14:25:00,12,16,0.7042350401573703
17855.0,1,394,417.94,12.292352941176471,2010-12-02 09:44:00,2010-12-02 09:44:00,0,372,0.704206066576386
12543.0,1,688,980.25,22.796511627906977,2010-09-17 15:51:00,2010-09-17 15:51:00,0,447,0.7040668192674951
16093.0,1,20,17.0,17.0,2011-08-25 11:09:00,2011-08-25 11:09:00,0,106,0.7040078357832367
12780.0,1,285,337.4,16.869999999999997,2010-04-20 09:40:00,2010-04-20 09:40:00,0,598,0.7039674048310228
15501.0,2,206,402.5,5.75,2010-10-20 12:47:00,2010-10-31 11:15:00,10,404,0.7039284507585125
18191.0,2,332,529.4,35.29333333333333,2010-08-19 17:42:00,2011-03-23 12:08:00,215,261,0.7039222378540413
17443.0,1,504,534.24,534.24,2011-05-04 10:47:00,2011-05-04 10:47:00,0,219,0.7037381367274353
12938.0,1,140,114.14,12.682222222222222,2011-11-14 11:21:00,2011-11-14 11:21:00,0,25,0.7036646206448343
13550.0,1,454,349.51,7.943409090909091,2010-11-21 15:24:00,2010-11-21 15:24:00,0,382,0.70359310661013
14742.0,1,374,579.85,17.054411764705883,2010-09-30 14:07:00,2010-09-30 14:07:00,0,434,0.7035224240454561
16001.0,1,337,583.39,20.11689655172414,2010-11-23 17:10:00,2010-11-23 17:10:00,0,380,0.7032923439238367
17342.0,4,521,1227.54,35.07257142857143,2010-02-08 09:16:00,2010-11-25 11:07:00,290,379,0.7031406255953034
15342.0,1,283,406.09,16.920416666666664,2011-08-02 10:19:00,2011-08-02 10:19:00,0,129,0.7024889245936013
16675.0,2,296,608.86,26.47217391304348,2010-08-18 13:11:00,2010-09-24 12:15:00,36,441,0.7022924944238115
13006.0,1,55,81.57,20.3925,2011-10-14 13:49:00,2011-10-14 13:49:00,0,55,0.701989157131448
15139.0,2,208,178.96,13.766153846153848,2011-01-07 12:44:00,2011-04-14 11:39:00,96,239,0.7016632580756155
14458.0,1,328,237.42,4.84530612244898,2010-11-24 12:43:00,2010-11-24 12:43:00,0,380,0.701278672176158
16364.0,2,280,707.04,13.340377358490564,2011-07-25 14:35:00,2011-11-28 11:27:00,125,11,0.7012708719922349
14590.0,20,904,3006.62,14.738333333333332,2009-12-07 14:10:00,2010-10-11 12:06:00,307,424,0.7010989861981366
15979.0,1,450,329.22,14.964545454545457,2010-04-16 11:35:00,2010-04-16 11:35:00,0,602,0.7010507833457315
15613.0,1,700,433.72,16.063703703703702,2010-04-08 12:51:00,2010-04-08 12:51:00,0,609,0.7010348200455421
16781.0,2,305,934.25,16.683035714285715,2010-02-08 13:56:00,2010-12-02 14:26:00,297,371,0.7009235836021955
16599.0,1,159,172.8,14.4,2010-11-19 12:45:00,2010-11-19 12:45:00,0,385,0.7007704984096137
14369.0,2,255,469.13,18.04346153846154,2010-02-16 10:28:00,2010-03-07 15:47:00,19,641,0.7007647336964371
15743.0,4,216,784.46,8.914318181818182,2011-06-08 10:14:00,2011-11-23 17:19:00,168,15,0.7005460861692484
17895.0,1,130,98.0,6.125,2011-10-26 17:00:00,2011-10-26 17:00:00,0,43,0.6997990665625321
13498.0,1,362,327.38,19.25764705882353,2009-12-09 15:26:00,2009-12-09 15:26:00,0,729,0.6997329400629378
13713.0,3,286,743.26,9.064146341463417,2010-05-05 16:48:00,2010-10-27 16:18:00,174,407,0.6997156036651471
17357.0,2,153,388.14,8.625333333333334,2011-11-15 16:29:00,2011-11-15 16:30:00,0,23,0.6996066315808637
12786.0,1,324,728.5,40.47222222222222,2010-04-09 12:12:00,2010-04-09 12:12:00,0,609,0.6996057186393917
12833.0,1,156,417.38,17.390833333333333,2011-07-17 13:46:00,2011-07-17 13:46:00,0,144,0.6995225976230012
12831.0,3,303,451.11,20.505,2010-09-02 15:58:00,2011-03-22 13:02:00,200,261,0.6992860676443017
18050.0,2,250,412.06,17.915652173913042,2010-11-11 15:51:00,2010-12-15 14:25:00,33,358,0.6990453016573314
13944.0,1,153,200.43,5.726571428571429,2010-02-24 15:02:00,2010-02-24 15:02:00,0,652,0.699028939185912
15282.0,1,395,348.59,12.91074074074074,2010-05-18 16:27:00,2010-05-18 16:27:00,0,569,0.6990107691701251
13657.0,2,209,382.14,23.88375,2011-05-22 12:35:00,2011-11-29 12:32:00,190,10,0.6987768241527867
13765.0,1,297,352.821,20.75417647058824,2010-02-24 13:46:00,2010-02-24 13:46:00,0,652,0.6986369566927385
14942.0,4,354,746.56,39.292631578947365,2009-12-10 10:32:00,2010-11-03 10:51:00,328,401,0.6985241489080438
15161.0,1,144,119.92,3.633939393939394,2010-11-16 16:08:00,2010-11-16 16:08:00,0,387,0.6984905603112612
16404.0,1,157,443.05,19.26304347826087,2011-09-30 14:55:00,2011-09-30 14:55:00,0,69,0.6984779122985398
15387.0,1,335,468.65,23.4325,2010-08-04 16:05:00,2010-08-04 16:05:00,0,491,0.6981432868462824
15784.0,2,381,848.3299999999999,19.72860465116279,2010-02-05 14:42:00,2010-08-29 10:38:00,204,467,0.6979526646320348
16855.0,2,164,328.4,17.28421052631579,2011-10-27 16:31:00,2011-11-16 12:03:00,19,23,0.69775313251498
14289.0,6,292,911.26,19.388510638297877,2011-02-23 12:33:00,2011-12-01 11:44:00,280,8,0.697417773709548
13642.0,4,253,514.72,4.515087719298246,2010-10-03 12:23:00,2011-05-08 12:34:00,217,215,0.6974169092245351
12883.0,4,196,703.47,16.749285714285715,2011-09-11 15:18:00,2011-11-15 09:32:00,64,24,0.6971233932353438
17806.0,1,727,546.04,12.698604651162787,2011-11-28 14:12:00,2011-11-28 14:12:00,0,10,0.6970977240670015
15045.0,2,114,735.66,61.305,2011-03-27 11:44:00,2011-07-11 11:33:00,105,151,0.6969667978052823
14430.0,3,446,1220.9,34.88285714285715,2010-04-11 15:59:00,2010-07-16 11:35:00,95,511,0.6969630032016932
14024.0,3,238,645.74,18.99235294117647,2010-11-14 10:51:00,2011-08-10 11:30:00,269,121,0.6968848382379378
12661.0,1,216,162.0,14.727272727272728,2010-09-29 16:46:00,2010-09-29 16:46:00,0,435,0.6964580969162978
16522.0,2,212,433.36,24.07555555555556,2010-09-15 13:32:00,2010-09-30 10:54:00,14,435,0.6964047215264371
15190.0,1,790,834.4399999999999,20.861,2010-10-01 13:09:00,2010-10-01 13:09:00,0,433,0.6961632619975211
18091.0,1,539,360.85,14.434,2010-04-25 13:18:00,2010-04-25 13:18:00,0,592,0.6961467058328574
13942.0,1,1000,320.0,320.0,2010-06-23 12:35:00,2010-06-23 12:35:00,0,534,0.6961337537459716
13171.0,3,229,468.41,10.182826086956522,2011-02-13 14:16:00,2011-11-18 10:27:00,277,21,0.6960949351377371
13731.0,2,278,610.59,16.068157894736842,2011-04-07 10:10:00,2011-05-04 14:33:00,27,218,0.6959559221666123
17630.0,2,158,503.6,19.369230769230768,2011-04-21 14:03:00,2011-06-23 11:58:00,62,169,0.6958826824064782
16785.0,1,313,533.78,15.250857142857145,2010-10-26 10:36:00,2010-10-26 10:36:00,0,409,0.6958329427921861
17689.0,2,300,317.08,14.412727272727272,2010-08-22 13:54:00,2010-11-16 13:22:00,85,387,0.6956829053840663
14413.0,4,280,770.37,7.781515151515151,2010-01-19 14:27:00,2010-12-12 13:37:00,326,361,0.6956067337032711
16270.0,1,688,1141.24,21.134074074074075,2010-12-21 14:26:00,2010-12-21 14:26:00,0,352,0.6955462549860947
12419.0,2,231,503.01,20.1204,2010-10-22 10:40:00,2010-11-19 10:04:00,27,385,0.6952653333339402
12800.0,3,284,584.25,17.183823529411764,2010-02-01 11:02:00,2010-08-26 14:11:00,206,469,0.6951251661856852
15138.0,1,300,502.52,16.210322580645162,2010-11-11 09:16:00,2010-11-11 09:16:00,0,393,0.6950522953420543
12983.0,1,638,490.08,16.336000000000002,2010-04-20 12:58:00,2010-04-20 12:58:00,0,597,0.6950311298549613
17547.0,2,223,727.85,23.47903225806452,2010-02-12 14:34:00,2010-11-29 09:41:00,289,375,0.6948880643206944
15648.0,2,221,657.35,26.294,2011-03-17 18:59:00,2011-05-19 15:53:00,62,203,0.6948479714624044
13964.0,2,228,438.9,18.2875,2010-10-05 12:38:00,2010-11-17 13:53:00,43,386,0.6942994695329565
17308.0,2,5148,4511.76,644.5371428571428,2010-09-13 09:35:00,2010-11-11 13:19:00,59,392,0.6940151301773381
12479.0,1,385,527.2,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,0,10,0.6939547835016977
14008.0,1,326,509.04,15.9075,2010-10-03 13:09:00,2010-10-03 13:09:00,0,431,0.6938846610326022
17614.0,1,238,390.07,3.9007,2011-10-13 16:01:00,2011-10-13 16:01:00,0,56,0.6936470900719149
13817.0,2,211,382.98,15.9575,2010-12-23 11:46:00,2011-11-10 17:49:00,322,28,0.6935543589232063
13123.0,2,268,506.75,11.261111111111113,2010-06-28 12:43:00,2010-08-24 10:18:00,56,472,0.6934062239882968
17564.0,3,146,454.01,9.265510204081632,2011-09-20 14:00:00,2011-11-15 13:27:00,55,23,0.6933935137912242
17045.0,5,294,827.6800000000001,15.616603773584908,2010-10-06 14:52:00,2011-08-18 17:09:00,316,112,0.6932937432106645
13612.0,1,444,818.29,16.3658,2010-03-17 12:14:00,2010-03-17 12:14:00,0,632,0.6931985919537027
14917.0,2,891,1123.75,38.75,2010-04-22 09:44:00,2010-04-22 11:28:00,0,596,0.6931718767013169
15355.0,2,45,277.05,19.789285714285715,2011-10-17 15:22:00,2011-11-10 13:44:00,23,28,0.6928940272222384
14731.0,3,256,380.02,8.444888888888888,2011-05-11 13:06:00,2011-10-23 15:54:00,165,46,0.6927513897817432
14058.0,2,211,469.19,19.54958333333333,2010-06-27 11:29:00,2010-09-03 09:31:00,67,462,0.692172115014071
17232.0,2,203,421.52,11.708888888888888,2011-11-25 12:24:00,2011-12-07 12:21:00,11,2,0.6919730023855835
14082.0,2,246,413.36,6.359384615384616,2010-11-12 11:47:00,2010-12-10 11:02:00,27,364,0.6919614717144182
15446.0,3,267,406.95,3.569736842105263,2009-12-13 13:53:00,2010-11-28 11:59:00,349,376,0.6918851978389037
16152.0,1,642,1829.04,63.07034482758621,2011-03-16 09:47:00,2011-03-16 09:47:00,0,268,0.6918220460818318
14029.0,2,198,467.66,31.177333333333333,2011-07-18 16:57:00,2011-10-07 14:46:00,80,62,0.691763798786541
17363.0,3,523,940.86,26.135,2010-11-02 17:25:00,2010-11-09 17:11:00,6,394,0.6917397715538536
15740.0,1,152,154.88,17.20888888888889,2011-10-21 14:29:00,2011-10-21 14:29:00,0,48,0.6916492710496769
16810.0,2,372,842.0400000000001,24.76588235294118,2010-10-15 15:32:00,2011-05-31 15:32:00,228,191,0.691535532281527
14940.0,2,384,531.49,16.6090625,2009-12-06 15:46:00,2010-10-18 10:47:00,315,417,0.6912403900624651
13235.0,1,441,1031.07,17.77706896551724,2011-05-11 17:13:00,2011-05-11 17:13:00,0,211,0.6912370325553084
17278.0,2,195,271.24,15.95529411764706,2010-05-23 13:49:00,2011-04-12 13:10:00,323,240,0.6912145636758876
14372.0,2,378,860.08,22.633684210526315,2010-04-19 15:57:00,2010-09-22 16:17:00,156,442,0.6910207474148965
15970.0,2,498,1017.32,42.388333333333335,2010-04-20 11:30:00,2011-02-09 12:08:00,295,303,0.6909740702458126
17393.0,2,238,381.15,7.940625,2010-08-08 15:53:00,2010-10-25 11:10:00,77,410,0.6909658254956841
15873.0,4,1152,313.92,52.31999999999999,2010-07-27 11:58:00,2010-07-28 12:41:00,1,499,0.6907352363181584
13934.0,1,390,922.1,29.74516129032258,2011-03-21 08:39:00,2011-03-21 08:39:00,0,263,0.6905443637710517
16844.0,2,281,614.34,19.198125,2010-05-06 09:16:00,2010-05-26 10:29:00,20,562,0.6905337486973311
15765.0,1,335,370.63,14.8252,2010-02-11 10:25:00,2010-02-11 10:25:00,0,666,0.6905222093209747
16356.0,6,190,415.87,7.0486440677966105,2010-06-06 11:26:00,2011-05-26 11:51:00,354,197,0.6902890545244449
13483.0,1,160,140.34,14.034,2011-10-05 11:53:00,2011-10-05 11:53:00,0,65,0.6902300804012518
12855.0,4,270,650.9399999999999,9.299142857142856,2010-11-02 18:16:00,2010-12-02 09:37:00,29,372,0.6900699969807462
12367.0,1,173,168.9,15.354545454545455,2011-12-05 16:48:00,2011-12-05 16:48:00,0,3,0.6894050656236029
16506.0,2,42,90.3,30.100000000000005,2011-10-30 15:50:00,2011-11-20 12:17:00,20,19,0.68856495363769
13645.0,1,158,252.1,50.42,2011-08-11 16:11:00,2011-08-11 16:11:00,0,119,0.6883527860642977
13986.0,1,430,320.46,24.650769230769228,2011-11-22 15:00:00,2011-11-22 15:00:00,0,16,0.6882496885049093
14158.0,1,781,507.66,12.381951219512196,2011-10-30 15:08:00,2011-10-30 15:08:00,0,39,0.6880310354220792
12414.0,6,495,952.41,34.01464285714285,2010-09-02 12:22:00,2011-05-06 14:51:00,246,216,0.6879886589612658
13465.0,2,584,931.12,27.385882352941177,2010-05-02 15:30:00,2010-09-19 15:13:00,139,445,0.6876779434189896
16597.0,1,184,90.04,12.862857142857145,2011-12-05 15:44:00,2011-12-05 15:44:00,0,3,0.686850064319877
15771.0,3,512,1006.54,35.94785714285714,2010-01-15 12:14:00,2010-04-14 13:56:00,89,603,0.6867704948923041
17269.0,1,336,537.46,3.681232876712329,2010-11-19 11:12:00,2010-11-19 11:12:00,0,385,0.6865984178418616
15450.0,1,376,429.84,14.328,2011-11-09 17:11:00,2011-11-09 17:11:00,0,29,0.6865410715660135
15118.0,1,1440,244.8,244.8,2011-07-28 14:54:00,2011-07-28 14:54:00,0,133,0.6864300109929584
15553.0,1,451,437.23,7.807678571428572,2011-10-10 14:02:00,2011-10-10 14:02:00,0,59,0.686122890054962
15176.0,1,448,988.04,19.00076923076923,2010-02-10 10:36:00,2010-02-10 10:36:00,0,667,0.686118510226818
15084.0,2,600,965.2,31.135483870967743,2010-03-04 10:45:00,2010-11-25 11:58:00,266,379,0.6860655430278392
13095.0,1,144,74.39999999999999,12.4,2011-09-30 12:03:00,2011-09-30 12:03:00,0,70,0.6859968977689767
15320.0,1,326,267.13,7.420277777777778,2011-10-26 13:27:00,2011-10-26 13:27:00,0,43,0.6858241827496788
17824.0,1,408,298.4,22.95384615384615,2011-10-19 14:14:00,2011-10-19 14:14:00,0,50,0.685579052172689
13190.0,3,308,570.66,33.56823529411764,2009-12-07 12:13:00,2010-06-13 15:47:00,188,543,0.6855566466012926
15631.0,1,525,596.67,15.299230769230768,2010-03-07 14:52:00,2010-03-07 14:52:00,0,641,0.6854437034632788
15879.0,4,643,1157.3,6.324043715846995,2009-12-17 19:54:00,2010-10-31 16:21:00,317,403,0.685218587091663
15404.0,1,334,257.06,16.06625,2010-11-29 11:03:00,2010-11-29 11:03:00,0,375,0.6851590703793065
14500.0,3,117,356.85,50.97857142857144,2011-06-03 10:08:00,2011-09-12 16:45:00,101,87,0.6851287105732272
17477.0,2,225,1144.3,26.00681818181818,2010-03-02 11:53:00,2010-04-06 10:06:00,34,612,0.6850975339377715
12535.0,2,219,716.35,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,94,91,0.6850688564928704
16302.0,1,158,233.22,21.201818181818183,2011-08-05 09:44:00,2011-08-05 09:44:00,0,126,0.6848669766674611
16193.0,2,379,630.43,16.590263157894736,2010-10-25 10:25:00,2011-04-17 11:45:00,174,236,0.6847614715096639
13697.0,1,177,151.29999999999998,12.608333333333333,2011-11-01 09:14:00,2011-11-01 09:14:00,0,38,0.6847340878796254
15959.0,3,282,579.49,7.4293589743589745,2010-01-26 16:19:00,2010-01-26 16:38:00,0,681,0.6838723511517447
